seed,policy,provisioning_delay_epochs,miss_to_action_cost_ratio,normalized_cost,missed_event_fraction,action_rate
20260805,satcap,2,1,0.9199999999999999,0.18,0.74
20260806,no_action,0,1,0.46,0.46,0.0
20260806,no_action,1,1,0.46,0.46,0.0
20260806,no_action,2,1,0.46,0.46,0.0
20260806,reactive,0,1,0.68,0.22,0.46
20260806,reactive,1,1,0.72,0.26,0.46
20260806,reactive,2,1,0.74,0.3,0.44
20260806,snapshot,0,1,0.62,0.2,0.42
20260806,snapshot,1,1,0.64,0.22,0.42
20260806,snapshot,2,1,0.66,0.26,0.4
20260806,satcap,0,1,0.68,0.22,0.46
20260806,satcap,1,1,0.72,0.26,0.46
20260806,satcap,2,1,0.74,0.3,0.44
20260807,no_action,0,1,0.46,0.46,0.0
20260807,no_action,1,1,0.46,0.46,0.0
20260807,no_action,2,1,0.46,0.46,0.0
20260807,reactive,0,1,0.58,0.1,0.48
20260807,reactive,1,1,0.62,0.12,0.5
20260807,reactive,2,1,0.68,0.16,0.52
20260807,snapshot,0,1,0.7,0.1,0.6
20260807,snapshot,1,1,0.72,0.12,0.6
20260807,snapshot,2,1,0.8,0.18,0.62
20260807,satcap,0,1,0.58,0.1,0.48
20260807,satcap,1,1,0.62,0.12,0.5
20260807,satcap,2,1,0.68,0.16,0.52
20260808,no_action,0,1,0.54,0.54,0.0
20260808,no_action,1,1,0.54,0.54,0.0
20260808,no_action,2,1,0.54,0.54,0.0
20260808,reactive,0,1,0.66,0.12,0.54
20260808,reactive,1,1,0.68,0.14,0.54
20260808,reactive,2,1,0.74,0.2,0.54
20260808,snapshot,0,1,0.7,0.12,0.58
20260808,snapshot,1,1,0.72,0.14,0.58
20260808,snapshot,2,1,0.74,0.16,0.58
20260808,satcap,0,1,0.92,0.14,0.78
20260808,satcap,1,1,0.9,0.14,0.76
20260808,satcap,2,1,0.9,0.12,0.78
20260809,no_action,0,1,0.4,0.4,0.0
20260809,no_action,1,1,0.4,0.4,0.0
20260809,no_action,2,1,0.4,0.4,0.0
20260809,reactive,0,1,0.54,0.14,0.4
20260809,reactive,1,1,0.56,0.16,0.4
20260809,reactive,2,1,0.54,0.16,0.38
20260809,snapshot,0,1,0.6,0.12,0.48
20260809,snapshot,1,1,0.62,0.14,0.48
20260809,snapshot,2,1,0.5800000000000001,0.12,0.46
20260809,satcap,0,1,0.54,0.14,0.4
20260809,satcap,1,1,0.56,0.16,0.4
20260809,satcap,2,1,0.54,0.16,0.38
20260810,no_action,0,1,0.6,0.6,0.0
20260810,no_action,1,1,0.6,0.6,0.0
20260810,no_action,2,1,0.6,0.6,0.0
20260810,reactive,0,1,0.78,0.16,0.62
20260810,reactive,1,1,0.78,0.14,0.64
20260810,reactive,2,1,0.8,0.16,0.64
20260810,snapshot,0,1,0.72,0.14,0.58
20260810,snapshot,1,1,0.74,0.14,0.6
20260810,snapshot,2,1,0.74,0.12,0.62
20260810,satcap,0,1,0.78,0.16,0.62
20260810,satcap,1,1,0.78,0.14,0.64
20260810,satcap,2,1,0.8,0.16,0.64
20260811,no_action,0,1,0.74,0.74,0.0
20260811,no_action,1,1,0.74,0.74,0.0
20260811,no_action,2,1,0.74,0.74,0.0
20260811,reactive,0,1,0.84,0.1,0.74
20260811,reactive,1,1,0.86,0.14,0.72
20260811,reactive,2,1,0.88,0.16,0.72
20260811,snapshot,0,1,0.8200000000000001,0.14,0.68
20260811,snapshot,1,1,0.8400000000000001,0.18,0.66
20260811,snapshot,2,1,0.9,0.24,0.66
20260811,satcap,0,1,0.84,0.1,0.74
20260811,satcap,1,1,0.86,0.14,0.72
20260811,satcap,2,1,0.88,0.16,0.72
20260812,no_action,0,1,0.68,0.68,0.0
20260812,no_action,1,1,0.68,0.68,0.0
20260812,no_action,2,1,0.68,0.68,0.0
20260812,reactive,0,1,0.76,0.08,0.68
20260812,reactive,1,1,0.8200000000000001,0.16,0.66
20260812,reactive,2,1,0.88,0.22,0.66
20260812,snapshot,0,1,0.7999999999999999,0.1,0.7
20260812,snapshot,1,1,0.84,0.14,0.7
20260812,snapshot,2,1,0.8799999999999999,0.18,0.7
20260812,satcap,0,1,0.76,0.08,0.68
20260812,satcap,1,1,0.8200000000000001,0.16,0.66
20260812,satcap,2,1,0.88,0.22,0.66
20260813,no_action,0,1,0.5,0.5,0.0
20260813,no_action,1,1,0.5,0.5,0.0
20260813,no_action,2,1,0.5,0.5,0.0
20260813,reactive,0,1,0.64,0.14,0.5
20260813,reactive,1,1,0.7,0.2,0.5
20260813,reactive,2,1,0.7,0.2,0.5
20260813,snapshot,0,1,0.62,0.18,0.44
20260813,snapshot,1,1,0.66,0.22,0.44
20260813,snapshot,2,1,0.66,0.22,0.44
20260813,satcap,0,1,0.64,0.14,0.5
20260813,satcap,1,1,0.7,0.2,0.5
20260813,satcap,2,1,0.7,0.2,0.5
20260814,no_action,0,1,0.44,0.44,0.0
20260814,no_action,1,1,0.44,0.44,0.0
20260814,no_action,2,1,0.44,0.44,0.0
20260814,reactive,0,1,0.62,0.16,0.46
20260814,reactive,1,1,0.7,0.24,0.46
20260814,reactive,2,1,0.74,0.26,0.48
20260814,snapshot,0,1,0.6,0.1,0.5
20260814,snapshot,1,1,0.7,0.2,0.5
20260814,snapshot,2,1,0.74,0.22,0.52
20260814,satcap,0,1,0.62,0.16,0.46
20260814,satcap,1,1,0.7,0.24,0.46
20260814,satcap,2,1,0.74,0.26,0.48
20260815,no_action,0,1,0.78,0.78,0.0
20260815,no_action,1,1,0.78,0.78,0.0
20260815,no_action,2,1,0.78,0.78,0.0
20260815,reactive,0,1,0.88,0.12,0.76
20260815,reactive,1,1,0.96,0.22,0.74
20260815,reactive,2,1,0.96,0.24,0.72
20260815,snapshot,0,1,0.8800000000000001,0.34,0.54
20260815,snapshot,1,1,0.92,0.4,0.52
20260815,snapshot,2,1,0.86,0.36,0.5
20260815,satcap,0,1,0.88,0.12,0.76
20260815,satcap,1,1,0.96,0.22,0.74
20260815,satcap,2,1,0.96,0.24,0.72
20260816,no_action,0,1,0.62,0.62,0.0
20260816,no_action,1,1,0.62,0.62,0.0
20260816,no_action,2,1,0.62,0.62,0.0
20260816,reactive,0,1,0.82,0.22,0.6
20260816,reactive,1,1,0.86,0.28,0.58
20260816,reactive,2,1,0.8200000000000001,0.26,0.56
20260816,snapshot,0,1,0.8,0.26,0.54
20260816,snapshot,1,1,0.8,0.26,0.54
20260816,snapshot,2,1,0.8200000000000001,0.3,0.52
20260816,satcap,0,1,0.82,0.22,0.6
20260816,satcap,1,1,0.86,0.28,0.58
20260816,satcap,2,1,0.8200000000000001,0.26,0.56
20260817,no_action,0,1,0.88,0.88,0.0
20260817,no_action,1,1,0.88,0.88,0.0
20260817,no_action,2,1,0.88,0.88,0.0
20260817,reactive,0,1,0.94,0.06,0.88
20260817,reactive,1,1,0.94,0.06,0.88
20260817,reactive,2,1,0.94,0.08,0.86
20260817,snapshot,0,1,0.9400000000000001,0.78,0.16
20260817,snapshot,1,1,0.98,0.8,0.18
20260817,snapshot,2,1,0.98,0.78,0.2
20260817,satcap,0,1,0.94,0.06,0.88
20260817,satcap,1,1,0.94,0.06,0.88
20260817,satcap,2,1,0.94,0.08,0.86
20260818,no_action,0,1,0.46,0.46,0.0
20260818,no_action,1,1,0.46,0.46,0.0
20260818,no_action,2,1,0.46,0.46,0.0
20260818,reactive,0,1,0.62,0.16,0.46
20260818,reactive,1,1,0.5800000000000001,0.12,0.46
20260818,reactive,2,1,0.64,0.18,0.46
20260818,snapshot,0,1,0.8,0.12,0.68
20260818,snapshot,1,1,0.74,0.06,0.68
20260818,snapshot,2,1,0.78,0.1,0.68
20260818,satcap,0,1,0.62,0.16,0.46
20260818,satcap,1,1,0.5800000000000001,0.12,0.46
20260818,satcap,2,1,0.64,0.18,0.46
20260819,no_action,0,1,0.34,0.34,0.0
20260819,no_action,1,1,0.34,0.34,0.0
20260819,no_action,2,1,0.34,0.34,0.0
20260819,reactive,0,1,0.42000000000000004,0.08,0.34
20260819,reactive,1,1,0.42000000000000004,0.08,0.34
20260819,reactive,2,1,0.44000000000000006,0.1,0.34
20260819,snapshot,0,1,0.42,0.12,0.3
20260819,snapshot,1,1,0.42000000000000004,0.1,0.32
20260819,snapshot,2,1,0.46,0.14,0.32
20260819,satcap,0,1,0.42000000000000004,0.08,0.34
20260819,satcap,1,1,0.42000000000000004,0.08,0.34
20260819,satcap,2,1,0.44000000000000006,0.1,0.34
20260820,no_action,0,1,0.98,0.98,0.0
20260820,no_action,1,1,0.98,0.98,0.0
20260820,no_action,2,1,0.98,0.98,0.0
20260820,reactive,0,1,1.0,0.02,0.98
20260820,reactive,1,1,1.0,0.02,0.98
20260820,reactive,2,1,1.0,0.02,0.98
20260820,snapshot,0,1,1.0,0.02,0.98
20260820,snapshot,1,1,1.0,0.02,0.98
20260820,snapshot,2,1,1.0,0.02,0.98
20260820,satcap,0,1,1.0,0.02,0.98
20260820,satcap,1,1,1.0,0.02,0.98
20260820,satcap,2,1,1.0,0.02,0.98
20260821,no_action,0,1,0.58,0.58,0.0
20260821,no_action,1,1,0.58,0.58,0.0
20260821,no_action,2,1,0.58,0.58,0.0
20260821,reactive,0,1,0.76,0.18,0.58
20260821,reactive,1,1,0.78,0.18,0.6
20260821,reactive,2,1,0.8,0.18,0.62
20260821,snapshot,0,1,0.88,0.08,0.8
20260821,snapshot,1,1,0.88,0.08,0.8
20260821,snapshot,2,1,0.88,0.08,0.8
20260821,satcap,0,1,0.76,0.18,0.58
20260821,satcap,1,1,0.78,0.18,0.6
20260821,satcap,2,1,0.8,0.18,0.62
20260822,no_action,0,1,0.72,0.72,0.0
20260822,no_action,1,1,0.72,0.72,0.0
20260822,no_action,2,1,0.72,0.72,0.0
20260822,reactive,0,1,0.82,0.1,0.72
20260822,reactive,1,1,0.84,0.1,0.74
20260822,reactive,2,1,0.8200000000000001,0.06,0.76
20260822,snapshot,0,1,0.7999999999999999,0.08,0.72
20260822,snapshot,1,1,0.88,0.14,0.74
20260822,snapshot,2,1,0.88,0.12,0.76
20260822,satcap,0,1,0.82,0.1,0.72
20260822,satcap,1,1,0.84,0.1,0.74
20260822,satcap,2,1,0.8200000000000001,0.06,0.76
20260823,no_action,0,1,0.46,0.46,0.0
20260823,no_action,1,1,0.46,0.46,0.0
20260823,no_action,2,1,0.46,0.46,0.0
20260823,reactive,0,1,0.62,0.16,0.46
20260823,reactive,1,1,0.64,0.16,0.48
20260823,reactive,2,1,0.64,0.16,0.48
20260823,snapshot,0,1,0.62,0.18,0.44
20260823,snapshot,1,1,0.62,0.16,0.46
20260823,snapshot,2,1,0.68,0.22,0.46
20260823,satcap,0,1,0.76,0.26,0.5
20260823,satcap,1,1,0.8,0.28,0.52
20260823,satcap,2,1,0.72,0.2,0.52
20260824,no_action,0,1,0.64,0.64,0.0
20260824,no_action,1,1,0.64,0.64,0.0
20260824,no_action,2,1,0.64,0.64,0.0
20260824,reactive,0,1,0.78,0.14,0.64
20260824,reactive,1,1,0.78,0.16,0.62
20260824,reactive,2,1,0.8,0.2,0.6
20260824,snapshot,0,1,0.8200000000000001,0.16,0.66
20260824,snapshot,1,1,0.8200000000000001,0.18,0.64
20260824,snapshot,2,1,0.84,0.22,0.62
20260824,satcap,0,1,0.78,0.14,0.64
20260824,satcap,1,1,0.78,0.16,0.62
20260824,satcap,2,1,0.8,0.2,0.6
20260825,no_action,0,1,0.6,0.6,0.0
20260825,no_action,1,1,0.6,0.6,0.0
20260825,no_action,2,1,0.6,0.6,0.0
